raw_text,aspectTerms
"While the content is relevant, the instructor often goes off-topic and loses focus.","[{'term': 'instructor', 'polarity': 'negative'}]"
"While the content is relevant, the instructor often goes off-topic and loses focus.","[{'term': 'content quality', 'polarity': 'positive'}]"
"While the content is relevant, the instructor often goes off-topic and loses focus.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"While the content is relevant, the instructor often goes off-topic and loses focus.","[{'term': 'organization', 'polarity': 'negative'}]"
"The course materials are decent, but I wish the instructor was more available to answer questions.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The course materials are decent, but I wish the instructor was more available to answer questions.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The course materials are decent, but I wish the instructor was more available to answer questions.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The course materials are decent, but I wish the instructor was more available to answer questions.","[{'term': 'organization', 'polarity': 'neutral'}]"
The examination was well-structured and helped us understand the content better.,"[{'term': 'instructor', 'polarity': 'positive'}]"
The examination was well-structured and helped us understand the content better.,"[{'term': 'content quality', 'polarity': 'positive'}]"
The examination was well-structured and helped us understand the content better.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The examination was well-structured and helped us understand the content better.,"[{'term': 'organization', 'polarity': 'neutral'}]"
I felt the exam was confusing and did not reflect the material we learned in class.,"[{'term': 'instructor', 'polarity': 'negative'}]"
I felt the exam was confusing and did not reflect the material we learned in class.,"[{'term': 'content quality', 'polarity': 'negative'}]"
I felt the exam was confusing and did not reflect the material we learned in class.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I felt the exam was confusing and did not reflect the material we learned in class.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The exam was challenging, but the instructor provided helpful resources.","[{'term': 'instructor', 'polarity': 'positive'}]"
"The exam was challenging, but the instructor provided helpful resources.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The exam was challenging, but the instructor provided helpful resources.","[{'term': 'motivation', 'polarity': 'positive'}]"
"The exam was challenging, but the instructor provided helpful resources.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I found the instructor very helpful, but sometimes the content quality was a bit confusing for beginners.","[{'term': 'instructor', 'polarity': 'positive'}]"
"I found the instructor very helpful, but sometimes the content quality was a bit confusing for beginners.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I found the instructor very helpful, but sometimes the content quality was a bit confusing for beginners.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I found the instructor very helpful, but sometimes the content quality was a bit confusing for beginners.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The course has great content that inspires us, yet I feel the organization could be improved to cover all topics thoroughly.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The course has great content that inspires us, yet I feel the organization could be improved to cover all topics thoroughly.","[{'term': 'content quality', 'polarity': 'positive'}]"
"The course has great content that inspires us, yet I feel the organization could be improved to cover all topics thoroughly.","[{'term': 'motivation', 'polarity': 'positive'}]"
"The course has great content that inspires us, yet I feel the organization could be improved to cover all topics thoroughly.","[{'term': 'organization', 'polarity': 'negative'}]"
"While the instructor is approachable, I think the coding examples could be more relevant to keep us motivated throughout the course.","[{'term': 'instructor', 'polarity': 'positive'}]"
"While the instructor is approachable, I think the coding examples could be more relevant to keep us motivated throughout the course.","[{'term': 'content quality', 'polarity': 'negative'}]"
"While the instructor is approachable, I think the coding examples could be more relevant to keep us motivated throughout the course.","[{'term': 'motivation', 'polarity': 'negative'}]"
"While the instructor is approachable, I think the coding examples could be more relevant to keep us motivated throughout the course.","[{'term': 'organization', 'polarity': 'neutral'}]"
I appreciate how engaging the teacher's lessons are.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I appreciate how engaging the teacher's lessons are.,"[{'term': 'content quality', 'polarity': 'positive'}]"
I appreciate how engaging the teacher's lessons are.,"[{'term': 'motivation', 'polarity': 'positive'}]"
I appreciate how engaging the teacher's lessons are.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"While the teacher speaks clearly, I find the course content a bit outdated.","[{'term': 'instructor', 'polarity': 'positive'}]"
"While the teacher speaks clearly, I find the course content a bit outdated.","[{'term': 'content quality', 'polarity': 'negative'}]"
"While the teacher speaks clearly, I find the course content a bit outdated.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"While the teacher speaks clearly, I find the course content a bit outdated.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The classes are okay, but I wish the teacher could help us more.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The classes are okay, but I wish the teacher could help us more.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The classes are okay, but I wish the teacher could help us more.","[{'term': 'motivation', 'polarity': 'negative'}]"
"The classes are okay, but I wish the teacher could help us more.","[{'term': 'organization', 'polarity': 'neutral'}]"
The instructor provides helpful materials that make the lab sessions more engaging.,"[{'term': 'instructor', 'polarity': 'positive'}]"
The instructor provides helpful materials that make the lab sessions more engaging.,"[{'term': 'content quality', 'polarity': 'positive'}]"
The instructor provides helpful materials that make the lab sessions more engaging.,"[{'term': 'motivation', 'polarity': 'positive'}]"
The instructor provides helpful materials that make the lab sessions more engaging.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Although the lab setup is decent, the instructor often runs out of time, leaving students confused.","[{'term': 'instructor', 'polarity': 'negative'}]"
"Although the lab setup is decent, the instructor often runs out of time, leaving students confused.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Although the lab setup is decent, the instructor often runs out of time, leaving students confused.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Although the lab setup is decent, the instructor often runs out of time, leaving students confused.","[{'term': 'organization', 'polarity': 'negative'}]"
"The materials provided by the instructor are okay, but I feel more motivation could be encouraged.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"The materials provided by the instructor are okay, but I feel more motivation could be encouraged.","[{'term': 'content quality', 'polarity': 'neutral'}]"
